,LoanOriginalAmount,IncomeRange,IsBorrowerHomeOwner
96463,2000,"$25,000-49,999",TRUE
96464,3000,"$1-24,999",FALSE
96465,6500,"$50,000-74,999",TRUE
96466,6100,"$25,000-49,999",FALSE
96467,4000,"$1-24,999",FALSE
96468,6000,"$25,000-49,999",FALSE
96469,5000,"$50,000-74,999",FALSE
96470,1000,"$25,000-49,999",TRUE
96471,2000,"$100,000+",TRUE
96472,10000,"$50,000-74,999",TRUE
96473,25000,"$100,000+",TRUE
96474,8800,"$25,000-49,999",FALSE
96475,6500,"$50,000-74,999",TRUE
96476,15000,"$25,000-49,999",FALSE
96477,2000,"$1-24,999",TRUE
96478,8000,"$25,000-49,999",FALSE
96479,15000,"$50,000-74,999",TRUE
96480,15000,"$50,000-74,999",FALSE
96481,12000,"$75,000-99,999",FALSE
96482,2000,"$50,000-74,999",TRUE
96483,3000,"$100,000+",TRUE
96484,12500,"$50,000-74,999",TRUE
96485,9000,"$50,000-74,999",TRUE
96487,10000,"$25,000-49,999",FALSE
96488,8400,"$50,000-74,999",TRUE
96489,2850,"$25,000-49,999",FALSE
96490,15200,"$25,000-49,999",TRUE
96491,2000,"$25,000-49,999",FALSE
96492,15000,"$25,000-49,999",TRUE
96493,20000,"$100,000+",TRUE
96494,4000,"$50,000-74,999",TRUE
96495,3200,"$25,000-49,999",TRUE
96496,25000,"$100,000+",TRUE
96497,10000,"$50,000-74,999",FALSE
96498,2000,"$25,000-49,999",FALSE
96499,4000,"$75,000-99,999",TRUE
96500,3000,"$25,000-49,999",FALSE
96501,8000,"$50,000-74,999",TRUE
96502,4000,"$25,000-49,999",FALSE
96503,1390,"$75,000-99,999",FALSE
96504,5000,"$100,000+",FALSE
96505,2525,"$50,000-74,999",TRUE
96506,11000,"$25,000-49,999",FALSE
96508,2000,"$25,000-49,999",TRUE
96509,13000,"$100,000+",TRUE
96510,7500,"$75,000-99,999",FALSE
96511,2000,"$1-24,999",FALSE
96512,4000,"$1-24,999",FALSE
96513,2000,"$25,000-49,999",TRUE
96514,5000,"$25,000-49,999",FALSE
96515,15000,"$75,000-99,999",TRUE
96516,3000,"$25,000-49,999",FALSE
96517,4600,"$25,000-49,999",TRUE
96518,10000,"$50,000-74,999",FALSE
96519,7500,"$25,000-49,999",TRUE
96520,10000,"$25,000-49,999",FALSE
96522,5000,"$75,000-99,999",TRUE
96523,4900,"$50,000-74,999",FALSE
96524,2600,"$50,000-74,999",TRUE
96525,2000,"$50,000-74,999",TRUE
96526,5000,"$50,000-74,999",TRUE
96527,10000,"$50,000-74,999",TRUE
96528,4500,"$25,000-49,999",FALSE
96529,10000,"$50,000-74,999",TRUE
96530,7500,"$100,000+",TRUE
96531,3000,"$25,000-49,999",FALSE
96532,1500,"$50,000-74,999",TRUE
96533,3000,"$50,000-74,999",TRUE
96534,8000,"$1-24,999",FALSE
96535,1800,"$100,000+",TRUE
96536,15000,"$50,000-74,999",FALSE
96537,15000,"$100,000+",TRUE
96538,20000,"$75,000-99,999",TRUE
96539,20000,"$75,000-99,999",TRUE
96540,4000,"$1-24,999",TRUE
96541,10000,"$25,000-49,999",FALSE
96542,4000,"$75,000-99,999",FALSE
96543,1000,"$100,000+",TRUE
96544,5000,"$50,000-74,999",FALSE
96545,15000,"$75,000-99,999",TRUE
96546,9000,"$100,000+",TRUE
96547,4000,"$75,000-99,999",FALSE
96548,20000,"$100,000+",TRUE
96549,15000,"$50,000-74,999",FALSE
96550,2500,"$50,000-74,999",TRUE
96551,6000,"$75,000-99,999",TRUE
96552,3500,"$25,000-49,999",FALSE
96553,20000,"$100,000+",TRUE
96554,25000,"$50,000-74,999",TRUE
96555,4000,"$50,000-74,999",TRUE
96556,4000,"$75,000-99,999",TRUE
96557,4000,"$1-24,999",FALSE
96558,2500,"$50,000-74,999",TRUE
96559,10000,"$50,000-74,999",TRUE
96560,12000,"$100,000+",TRUE
96561,9000,"$75,000-99,999",TRUE
96562,10000,"$100,000+",FALSE
96563,6500,"$25,000-49,999",FALSE
96564,4000,"$25,000-49,999",FALSE
96565,15000,"$50,000-74,999",TRUE
96566,7000,"$25,000-49,999",FALSE
96568,7500,"$25,000-49,999",TRUE
96569,35000,"$100,000+",TRUE
96570,10000,"$25,000-49,999",FALSE
96571,1500,$0,TRUE
96572,1000,"$50,000-74,999",FALSE
96573,15000,"$75,000-99,999",TRUE
96574,3000,"$25,000-49,999",FALSE
96575,6500,$0,FALSE
96576,8500,"$25,000-49,999",TRUE
96577,13000,"$100,000+",FALSE
96578,21000,"$25,000-49,999",FALSE
96579,10000,"$25,000-49,999",FALSE
96580,3000,"$75,000-99,999",TRUE
96581,2000,"$25,000-49,999",TRUE
96582,3000,"$25,000-49,999",FALSE
96584,15000,"$50,000-74,999",FALSE
96585,1200,"$25,000-49,999",FALSE
96586,5000,"$50,000-74,999",FALSE
96587,5500,"$25,000-49,999",FALSE
96588,6000,"$50,000-74,999",TRUE
96589,2500,"$50,000-74,999",FALSE
96590,10000,"$100,000+",TRUE
96591,10000,"$25,000-49,999",FALSE
96592,10000,"$100,000+",TRUE
96593,5364,"$25,000-49,999",FALSE
96594,2000,"$25,000-49,999",TRUE
96595,2900,"$50,000-74,999",TRUE
96596,6000,"$100,000+",TRUE
96597,5000,"$25,000-49,999",FALSE
96598,2858,"$50,000-74,999",FALSE
96599,13000,"$75,000-99,999",TRUE
96600,5000,"$1-24,999",FALSE
96601,6000,"$25,000-49,999",TRUE
96602,25000,"$100,000+",FALSE
96603,11500,"$75,000-99,999",FALSE
96604,3000,"$1-24,999",FALSE
96605,10000,"$25,000-49,999",FALSE
96606,5000,"$50,000-74,999",TRUE
96607,4000,"$50,000-74,999",TRUE
96608,4000,"$50,000-74,999",FALSE
96609,6000,"$100,000+",TRUE
96611,8000,"$75,000-99,999",TRUE
96612,8500,"$25,000-49,999",TRUE
96613,20000,"$100,000+",TRUE
96614,25000,"$100,000+",TRUE
96615,3000,"$1-24,999",FALSE
96616,15000,"$75,000-99,999",TRUE
96617,4000,"$50,000-74,999",FALSE
96619,5000,"$50,000-74,999",FALSE
96620,5500,"$25,000-49,999",FALSE
96621,7000,"$75,000-99,999",TRUE
96622,15000,"$50,000-74,999",TRUE
96623,10000,"$25,000-49,999",FALSE
96624,5000,"$25,000-49,999",TRUE
96625,4000,"$50,000-74,999",TRUE
96626,2000,"$75,000-99,999",TRUE
96627,8000,"$50,000-74,999",TRUE
96628,4000,"$25,000-49,999",TRUE
96629,3000,"$1-24,999",FALSE
96630,4200,"$25,000-49,999",TRUE
96631,3000,"$75,000-99,999",TRUE
96632,13000,"$50,000-74,999",TRUE
96633,25000,"$100,000+",FALSE
96634,24900,"$25,000-49,999",FALSE
96635,4000,"$50,000-74,999",TRUE
96637,9000,"$25,000-49,999",TRUE
96638,10445,"$50,000-74,999",FALSE
96639,15000,"$50,000-74,999",FALSE
96641,9980,"$75,000-99,999",TRUE
96642,4000,"$100,000+",TRUE
96643,25000,"$100,000+",TRUE
96644,15000,"$50,000-74,999",TRUE
96645,5000,"$75,000-99,999",TRUE
96646,7500,"$1-24,999",FALSE
96647,4500,"$25,000-49,999",FALSE
96649,2000,"$1-24,999",FALSE
96650,4000,"$100,000+",FALSE
96651,6000,"$50,000-74,999",FALSE
96653,15000,"$75,000-99,999",TRUE
96654,5000,"$100,000+",TRUE
96655,1000,"$25,000-49,999",FALSE
96656,12600,"$75,000-99,999",FALSE
96657,15000,"$100,000+",TRUE
96658,8000,"$50,000-74,999",TRUE
96659,10000,"$25,000-49,999",TRUE
96660,10000,"$25,000-49,999",FALSE
96661,6000,"$25,000-49,999",FALSE
96662,25000,"$75,000-99,999",FALSE
96663,20000,"$50,000-74,999",TRUE
96664,1250,"$50,000-74,999",FALSE
96665,10000,"$50,000-74,999",TRUE
96666,1000,"$25,000-49,999",TRUE
96667,4000,"$75,000-99,999",FALSE
96668,20000,"$100,000+",TRUE
96669,5500,"$100,000+",TRUE
96670,7000,"$25,000-49,999",FALSE
96671,3500,"$25,000-49,999",FALSE
96672,4500,"$75,000-99,999",FALSE
96673,10200,"$50,000-74,999",TRUE
96674,6000,"$25,000-49,999",TRUE
96675,11500,"$25,000-49,999",FALSE
96676,15000,"$75,000-99,999",TRUE
96677,3000,"$50,000-74,999",TRUE
96678,6000,"$50,000-74,999",TRUE
96679,20000,"$100,000+",TRUE
96680,25000,"$75,000-99,999",FALSE
96681,2500,"$100,000+",FALSE
96682,7000,"$50,000-74,999",TRUE
96683,4000,"$100,000+",TRUE
96684,10000,"$25,000-49,999",TRUE
96685,10000,"$75,000-99,999",TRUE
96686,7500,"$25,000-49,999",TRUE
96687,7499,"$50,000-74,999",FALSE
96688,7000,"$50,000-74,999",TRUE
96689,20000,"$50,000-74,999",TRUE
96690,20000,"$100,000+",TRUE
96691,10000,"$50,000-74,999",TRUE
96692,4000,"$25,000-49,999",TRUE
96693,4700,"$25,000-49,999",TRUE
96694,13000,"$25,000-49,999",TRUE
96695,4000,"$75,000-99,999",TRUE
96696,6000,"$50,000-74,999",TRUE
96697,5000,"$100,000+",TRUE
96698,21000,"$50,000-74,999",TRUE
96699,25000,"$25,000-49,999",TRUE
96700,7000,"$25,000-49,999",FALSE
96701,20000,"$75,000-99,999",TRUE
96702,10000,"$25,000-49,999",TRUE
96703,15000,"$100,000+",TRUE
96704,4000,"$25,000-49,999",TRUE
96705,15000,"$100,000+",TRUE
96706,3000,"$25,000-49,999",FALSE
96707,4000,$0,TRUE
96708,20000,"$50,000-74,999",TRUE
96709,1950,"$50,000-74,999",FALSE
96710,1500,"$1-24,999",FALSE
96711,5595,"$25,000-49,999",FALSE
96712,15000,"$50,000-74,999",TRUE
96713,2000,"$25,000-49,999",FALSE
96714,8000,"$50,000-74,999",FALSE
96715,14000,"$75,000-99,999",FALSE
96716,35000,"$100,000+",TRUE
96717,10000,"$25,000-49,999",FALSE
96718,2000,"$25,000-49,999",FALSE
96719,15000,"$100,000+",FALSE
96720,10000,"$50,000-74,999",TRUE
96721,3000,"$75,000-99,999",TRUE
96722,4000,"$25,000-49,999",FALSE
96723,10000,"$1-24,999",TRUE
96724,13000,"$75,000-99,999",FALSE
96725,7000,"$50,000-74,999",TRUE
96726,17000,"$50,000-74,999",TRUE
96727,10500,"$75,000-99,999",FALSE
96728,1000,"$50,000-74,999",FALSE
96729,21000,"$100,000+",FALSE
96730,4000,"$1-24,999",FALSE
96731,2000,"$25,000-49,999",FALSE
96732,8000,"$25,000-49,999",FALSE
96733,2500,"$75,000-99,999",FALSE
96734,15000,"$75,000-99,999",FALSE
96735,2000,"$25,000-49,999",TRUE
96736,25000,"$100,000+",TRUE
96737,6000,"$100,000+",TRUE
96738,3000,"$25,000-49,999",TRUE
96739,7000,"$1-24,999",FALSE
96740,2000,"$25,000-49,999",FALSE
96741,1750,"$75,000-99,999",TRUE
96742,12500,"$75,000-99,999",TRUE
96743,10000,"$50,000-74,999",FALSE
96744,8000,"$25,000-49,999",FALSE
96745,15000,"$75,000-99,999",FALSE
96746,2500,"$75,000-99,999",TRUE
96747,10000,"$50,000-74,999",FALSE
96748,8000,"$75,000-99,999",TRUE
96749,15000,"$100,000+",TRUE
96750,18200,"$50,000-74,999",TRUE
96751,15000,"$100,000+",TRUE
96752,5000,"$100,000+",TRUE
96753,10000,"$100,000+",TRUE
96754,9000,"$100,000+",TRUE
96755,3400,"$50,000-74,999",TRUE
96756,15000,"$50,000-74,999",FALSE
96757,8000,"$50,000-74,999",FALSE
96758,4000,"$1-24,999",FALSE
96759,25000,"$100,000+",TRUE
96760,8000,$0,FALSE
96761,4000,"$25,000-49,999",TRUE
96762,8107,"$75,000-99,999",TRUE
96763,2500,"$50,000-74,999",FALSE
96764,2000,"$25,000-49,999",FALSE
96766,15000,"$50,000-74,999",FALSE
96767,4500,"$50,000-74,999",TRUE
96768,1000,"$50,000-74,999",TRUE
96769,13000,"$50,000-74,999",TRUE
96770,1850,"$1-24,999",FALSE
96771,20000,"$100,000+",TRUE
96773,17500,"$75,000-99,999",FALSE
96774,5000,"$25,000-49,999",FALSE
96775,15000,"$25,000-49,999",TRUE
96776,15000,"$100,000+",TRUE
96777,7000,"$50,000-74,999",TRUE
96778,10000,"$75,000-99,999",TRUE
96779,2500,"$25,000-49,999",TRUE
96780,5100,"$25,000-49,999",TRUE
96781,15000,"$75,000-99,999",TRUE
96782,3999,"$50,000-74,999",FALSE
96783,10000,"$25,000-49,999",FALSE
96784,3000,"$75,000-99,999",TRUE
96785,3500,"$25,000-49,999",FALSE
96786,9500,"$25,000-49,999",FALSE
96787,2500,"$50,000-74,999",FALSE
96788,5000,"$25,000-49,999",TRUE
96789,4000,"$50,000-74,999",FALSE
96790,15000,"$50,000-74,999",FALSE
96791,1500,"$25,000-49,999",TRUE
96792,2000,"$25,000-49,999",FALSE
96793,4000,"$25,000-49,999",TRUE
96794,6000,"$100,000+",TRUE
96795,15000,"$75,000-99,999",TRUE
96796,15000,"$50,000-74,999",TRUE
96797,6000,"$25,000-49,999",FALSE
96799,3700,"$50,000-74,999",FALSE
96800,4000,"$25,000-49,999",TRUE
96801,1000,"$50,000-74,999",FALSE
96802,1500,"$50,000-74,999",FALSE
96803,15000,"$100,000+",TRUE
96804,4000,"$25,000-49,999",FALSE
96805,7500,"$1-24,999",TRUE
96806,17000,"$75,000-99,999",FALSE
96807,11000,"$100,000+",TRUE
96808,8000,"$25,000-49,999",FALSE
96809,4000,"$50,000-74,999",FALSE
96810,5000,"$25,000-49,999",FALSE
96811,3000,"$50,000-74,999",TRUE
96812,5000,"$50,000-74,999",FALSE
96813,15000,"$50,000-74,999",FALSE
96814,9000,"$100,000+",TRUE
96815,12000,"$75,000-99,999",FALSE
96816,9000,"$75,000-99,999",TRUE
96817,10000,"$50,000-74,999",TRUE
96818,5000,"$75,000-99,999",TRUE
96819,10000,"$25,000-49,999",FALSE
96820,3500,"$100,000+",TRUE
96821,6500,"$25,000-49,999",TRUE
96822,9500,"$100,000+",FALSE
96824,7000,"$100,000+",TRUE
96825,4000,"$25,000-49,999",FALSE
96826,25000,"$100,000+",TRUE
96827,6000,"$75,000-99,999",TRUE
96828,15000,"$50,000-74,999",TRUE
96829,10000,"$100,000+",TRUE
96830,15000,"$50,000-74,999",TRUE
96831,25000,"$100,000+",TRUE
96832,13500,"$75,000-99,999",TRUE
96833,4000,"$25,000-49,999",FALSE
96834,15000,"$50,000-74,999",TRUE
96835,8500,"$50,000-74,999",FALSE
96836,5500,"$1-24,999",FALSE
96837,1800,"$50,000-74,999",TRUE
96838,5500,"$50,000-74,999",FALSE
96839,25000,"$75,000-99,999",FALSE
96840,3500,"$75,000-99,999",TRUE
96841,9999,"$1-24,999",FALSE
96842,1300,"$1-24,999",FALSE
96843,2500,"$25,000-49,999",FALSE
96844,3000,"$25,000-49,999",FALSE
96845,4500,"$50,000-74,999",FALSE
96846,7500,"$75,000-99,999",TRUE
96848,4000,"$25,000-49,999",FALSE
96849,4000,"$50,000-74,999",TRUE
96851,2500,"$50,000-74,999",TRUE
96852,7500,"$75,000-99,999",TRUE
96853,1000,"$50,000-74,999",TRUE
96854,4000,"$75,000-99,999",FALSE
96855,4366,"$75,000-99,999",FALSE
96856,15000,"$50,000-74,999",FALSE
96857,25000,"$100,000+",TRUE
96859,15000,"$25,000-49,999",TRUE
96860,12000,"$75,000-99,999",TRUE
96861,11500,"$75,000-99,999",TRUE
96862,3001,"$25,000-49,999",TRUE
96863,3400,"$75,000-99,999",TRUE
96864,2500,"$100,000+",FALSE
96865,10000,"$25,000-49,999",TRUE
96866,4000,"$50,000-74,999",TRUE
96867,8500,"$25,000-49,999",FALSE
96868,5000,"$50,000-74,999",TRUE
96869,15000,"$50,000-74,999",FALSE
96870,4000,"$50,000-74,999",FALSE
96872,1200,"$25,000-49,999",FALSE
96873,10000,"$100,000+",TRUE
96874,12000,"$75,000-99,999",TRUE
96875,10000,"$1-24,999",FALSE
96876,15000,"$100,000+",FALSE
96877,6500,"$50,000-74,999",TRUE
96879,4500,"$1-24,999",FALSE
96880,6500,"$50,000-74,999",FALSE
96881,16000,"$75,000-99,999",TRUE
96882,4000,"$25,000-49,999",TRUE
96883,1000,"$50,000-74,999",FALSE
96885,15000,"$100,000+",TRUE
96886,15000,"$75,000-99,999",TRUE
96887,15000,"$25,000-49,999",FALSE
96888,2000,"$25,000-49,999",FALSE
96889,2500,"$25,000-49,999",FALSE
96890,5000,"$75,000-99,999",FALSE
96891,4000,"$50,000-74,999",TRUE
96892,2000,"$25,000-49,999",TRUE
96893,3800,"$25,000-49,999",FALSE
96894,9500,"$75,000-99,999",TRUE
96895,4000,"$50,000-74,999",TRUE
96896,20000,"$100,000+",TRUE
96897,12000,"$50,000-74,999",TRUE
96898,20000,"$100,000+",TRUE
96899,3000,"$25,000-49,999",TRUE
96900,12300,"$50,000-74,999",FALSE
96901,3000,"$25,000-49,999",FALSE
96902,2000,"$25,000-49,999",FALSE
96904,7500,"$100,000+",TRUE
96905,5000,"$100,000+",TRUE
96906,20000,"$100,000+",TRUE
96907,4000,"$50,000-74,999",TRUE
96908,15000,"$50,000-74,999",TRUE
96909,15000,"$50,000-74,999",FALSE
96911,20000,"$75,000-99,999",TRUE
96912,7500,"$25,000-49,999",FALSE
96913,1000,"$25,000-49,999",TRUE
96914,2000,"$50,000-74,999",TRUE
96915,10000,"$100,000+",FALSE
96916,2000,"$50,000-74,999",FALSE
96917,5000,"$25,000-49,999",TRUE
96918,14800,"$100,000+",TRUE
96919,15000,"$50,000-74,999",TRUE
96920,5000,"$25,000-49,999",FALSE
96922,1000,"$50,000-74,999",FALSE
96923,21000,"$100,000+",TRUE
96924,4000,"$50,000-74,999",FALSE
96925,4000,"$75,000-99,999",FALSE
96926,10000,"$100,000+",TRUE
96927,9000,"$75,000-99,999",TRUE
96928,4500,"$50,000-74,999",FALSE
96929,8000,"$50,000-74,999",FALSE
96930,10000,"$75,000-99,999",TRUE
96931,19000,"$25,000-49,999",FALSE
96933,7000,"$100,000+",TRUE
96934,4000,"$25,000-49,999",TRUE
96935,12500,"$100,000+",TRUE
96936,4000,"$1-24,999",FALSE
96937,15000,"$50,000-74,999",FALSE
96938,10000,"$25,000-49,999",FALSE
96939,3500,"$50,000-74,999",TRUE
96940,4500,"$75,000-99,999",TRUE
96941,15000,"$75,000-99,999",TRUE
96942,4000,"$100,000+",TRUE
96943,15000,"$50,000-74,999",FALSE
96944,15000,"$50,000-74,999",TRUE
96945,15000,"$25,000-49,999",TRUE
96946,6999,"$25,000-49,999",TRUE
96947,4500,"$25,000-49,999",FALSE
96948,10500,"$25,000-49,999",TRUE
96949,5000,"$50,000-74,999",FALSE
96950,5000,"$100,000+",FALSE
96951,3500,"$50,000-74,999",TRUE
96952,8000,"$25,000-49,999",TRUE
96953,4165,"$75,000-99,999",FALSE
96955,15000,"$50,000-74,999",TRUE
96956,5000,"$1-24,999",FALSE
96957,11500,"$50,000-74,999",FALSE
96958,10000,"$25,000-49,999",TRUE
96959,1500,"$25,000-49,999",TRUE
96960,10000,"$25,000-49,999",FALSE
96961,12500,"$100,000+",FALSE
96962,24000,"$75,000-99,999",TRUE
96963,15000,"$50,000-74,999",FALSE
96964,7000,"$75,000-99,999",TRUE
96965,2000,"$1-24,999",FALSE
96966,7000,"$100,000+",TRUE
96968,4000,"$50,000-74,999",TRUE
96969,5000,"$50,000-74,999",FALSE
96970,15000,"$100,000+",TRUE
96971,15000,"$100,000+",TRUE
96972,4000,"$1-24,999",TRUE
96973,15000,"$100,000+",FALSE
96974,1900,"$25,000-49,999",TRUE
96975,6000,"$100,000+",TRUE
96976,4000,"$25,000-49,999",FALSE
96977,15000,"$100,000+",FALSE
96978,1500,"$100,000+",TRUE
96979,3033,"$100,000+",FALSE
96980,6000,"$25,000-49,999",FALSE
96981,10000,"$50,000-74,999",FALSE
96982,4000,"$25,000-49,999",FALSE
96983,14000,"$50,000-74,999",FALSE
96984,15000,"$50,000-74,999",FALSE
96985,5500,"$75,000-99,999",FALSE
96986,15000,"$75,000-99,999",FALSE
96987,6000,"$50,000-74,999",FALSE
96988,4000,"$25,000-49,999",FALSE
96990,4000,"$1-24,999",FALSE
96992,10000,"$50,000-74,999",FALSE
96993,15000,"$50,000-74,999",TRUE
96995,3500,"$50,000-74,999",TRUE
96996,3200,"$25,000-49,999",TRUE
96997,5000,"$25,000-49,999",FALSE
96998,1000,"$100,000+",FALSE
96999,1200,"$25,000-49,999",FALSE
97000,2500,"$50,000-74,999",TRUE
97002,12000,"$75,000-99,999",TRUE
97003,7500,"$50,000-74,999",TRUE
97004,15000,"$100,000+",FALSE
97005,3570,"$50,000-74,999",TRUE
97006,20000,"$50,000-74,999",TRUE
97007,6500,"$1-24,999",TRUE
97008,2000,"$100,000+",TRUE
97009,10500,"$100,000+",TRUE
97010,13000,"$100,000+",TRUE
97011,10000,"$25,000-49,999",FALSE
97012,1050,"$25,000-49,999",FALSE
97013,17500,"$50,000-74,999",FALSE
97014,3000,"$25,000-49,999",FALSE
97016,15000,"$75,000-99,999",TRUE
97017,9500,"$75,000-99,999",FALSE
97018,10000,"$25,000-49,999",FALSE
97019,10000,"$25,000-49,999",TRUE
97020,16579,"$100,000+",TRUE
97021,13000,"$75,000-99,999",TRUE
97022,10000,"$25,000-49,999",FALSE
97023,7500,"$50,000-74,999",FALSE
97024,7000,"$50,000-74,999",TRUE
97025,10000,"$25,000-49,999",FALSE
97026,10000,"$50,000-74,999",FALSE
97027,15000,"$100,000+",TRUE
97028,15000,"$25,000-49,999",TRUE
97029,7000,"$1-24,999",TRUE
97030,2200,"$25,000-49,999",TRUE
97031,11500,"$75,000-99,999",TRUE
97032,4000,"$25,000-49,999",FALSE
97033,2250,"$75,000-99,999",TRUE
97034,2600,"$25,000-49,999",FALSE
97035,3000,"$25,000-49,999",FALSE
97036,10000,"$100,000+",TRUE
97037,7000,"$50,000-74,999",TRUE
97038,15000,"$50,000-74,999",TRUE
97039,4000,"$100,000+",TRUE
97040,9000,"$50,000-74,999",TRUE
97041,1750,"$50,000-74,999",TRUE
97042,2000,"$25,000-49,999",TRUE
97043,2000,"$1-24,999",FALSE
97044,2000,"$50,000-74,999",FALSE
97045,15000,"$100,000+",FALSE
97046,15000,"$25,000-49,999",FALSE
97047,4000,"$50,000-74,999",FALSE
97048,2000,"$25,000-49,999",FALSE
97049,25000,"$100,000+",FALSE
97050,4000,"$50,000-74,999",TRUE
97051,4000,"$50,000-74,999",TRUE
97052,3500,"$50,000-74,999",TRUE
97053,20000,"$50,000-74,999",TRUE
97054,6500,"$1-24,999",FALSE
97055,7000,"$1-24,999",FALSE
97056,2200,"$1-24,999",FALSE
97057,4000,"$25,000-49,999",FALSE
97058,3000,"$25,000-49,999",FALSE
97059,14000,"$50,000-74,999",FALSE
97060,6001,"$50,000-74,999",FALSE
97061,5000,"$25,000-49,999",FALSE
97062,2630,"$25,000-49,999",FALSE
97063,7500,"$25,000-49,999",TRUE
97064,4000,"$75,000-99,999",FALSE
97065,14665,"$25,000-49,999",FALSE
97066,19000,"$100,000+",TRUE
97067,2000,"$50,000-74,999",TRUE
97068,7000,"$25,000-49,999",FALSE
97069,10000,"$100,000+",TRUE
97070,2000,"$25,000-49,999",FALSE
97072,4000,"$50,000-74,999",FALSE
97073,3000,"$50,000-74,999",TRUE
97074,10000,"$50,000-74,999",FALSE
97075,11000,"$25,000-49,999",TRUE
97077,12000,"$25,000-49,999",TRUE
97078,15000,"$50,000-74,999",FALSE
97079,24000,"$100,000+",TRUE
97080,7500,"$75,000-99,999",FALSE
97081,3500,"$25,000-49,999",FALSE
97082,6000,"$75,000-99,999",FALSE
97083,12000,"$50,000-74,999",TRUE
97084,15000,"$50,000-74,999",FALSE
97086,10000,"$100,000+",TRUE
97087,7500,"$100,000+",FALSE
97088,15000,"$100,000+",FALSE
97089,9000,"$50,000-74,999",TRUE
97090,4000,"$25,000-49,999",FALSE
97091,13000,"$50,000-74,999",FALSE
97092,6250,"$25,000-49,999",FALSE
97093,25000,"$100,000+",TRUE
97094,10000,"$25,000-49,999",FALSE
97095,15000,"$50,000-74,999",TRUE
97096,4000,"$1-24,999",FALSE
97097,4750,"$50,000-74,999",FALSE
97098,10000,"$25,000-49,999",FALSE
97099,5000,"$50,000-74,999",TRUE
97100,35000,"$100,000+",TRUE
97101,7000,"$25,000-49,999",FALSE
97102,2000,"$50,000-74,999",FALSE
97103,12000,"$50,000-74,999",FALSE
97104,25000,"$100,000+",TRUE
97105,1000,"$1-24,999",FALSE
97106,21000,"$100,000+",TRUE
97107,15000,"$75,000-99,999",FALSE
97108,10000,"$25,000-49,999",FALSE
97109,13000,"$50,000-74,999",TRUE
97110,4875,"$75,000-99,999",TRUE
97111,25000,"$75,000-99,999",FALSE
97112,10000,"$50,000-74,999",FALSE
97113,10000,"$25,000-49,999",TRUE
97114,20000,"$100,000+",TRUE
97115,20000,"$50,000-74,999",TRUE
97116,20000,"$50,000-74,999",TRUE
97117,25000,"$100,000+",TRUE
97118,2000,"$1-24,999",FALSE
97119,7000,"$100,000+",TRUE
97120,20000,"$75,000-99,999",TRUE
97121,7000,"$50,000-74,999",FALSE
97122,10000,"$75,000-99,999",TRUE
97123,2500,"$25,000-49,999",TRUE
97124,15000,"$75,000-99,999",TRUE
97125,4000,"$25,000-49,999",FALSE
97126,4000,"$25,000-49,999",FALSE
97127,10000,"$25,000-49,999",TRUE
97128,1000,"$1-24,999",FALSE
97129,35000,"$100,000+",FALSE
97130,15000,"$50,000-74,999",FALSE
97131,10000,"$50,000-74,999",FALSE
97132,5000,"$100,000+",TRUE
97133,11500,"$75,000-99,999",FALSE
97134,15000,"$100,000+",TRUE
97135,1500,"$1-24,999",FALSE
97136,7000,"$50,000-74,999",FALSE
97137,9500,"$25,000-49,999",FALSE
97138,4000,"$50,000-74,999",FALSE
97139,10000,"$100,000+",FALSE
97140,4000,"$50,000-74,999",TRUE
97142,2000,"$1-24,999",FALSE
97143,35000,"$100,000+",TRUE
97144,10000,"$1-24,999",FALSE
97145,10000,"$100,000+",TRUE
97146,4800,"$50,000-74,999",TRUE
97147,5000,"$25,000-49,999",FALSE
97148,10500,"$25,000-49,999",FALSE
97149,15000,"$25,000-49,999",TRUE
97150,14500,"$100,000+",TRUE
97151,6000,"$50,000-74,999",TRUE
97152,7500,"$50,000-74,999",TRUE
97153,3000,"$25,000-49,999",FALSE
97154,15000,"$100,000+",TRUE
97155,4000,"$50,000-74,999",TRUE
97156,4000,"$100,000+",TRUE
97157,10000,"$25,000-49,999",TRUE
97158,4000,"$75,000-99,999",TRUE
97159,2100,"$50,000-74,999",FALSE
97160,2500,"$25,000-49,999",FALSE
97161,4000,"$1-24,999",TRUE
97162,2550,"$25,000-49,999",TRUE
97163,10000,"$25,000-49,999",TRUE
97164,6000,"$50,000-74,999",TRUE
97165,25000,"$75,000-99,999",TRUE
97166,10500,"$50,000-74,999",FALSE
97167,7500,"$50,000-74,999",FALSE
97168,20000,"$100,000+",TRUE
97169,2000,"$100,000+",TRUE
97170,7000,"$75,000-99,999",FALSE
97171,10000,"$25,000-49,999",FALSE
97172,10000,"$25,000-49,999",FALSE
97173,25000,"$75,000-99,999",FALSE
97174,10000,"$25,000-49,999",TRUE
97175,7500,"$75,000-99,999",TRUE
97176,11000,"$100,000+",FALSE
97178,1450,"$25,000-49,999",FALSE
97179,2600,"$25,000-49,999",TRUE
97180,4000,"$25,000-49,999",FALSE
97181,6000,"$100,000+",TRUE
97182,15000,"$75,000-99,999",TRUE
97183,15000,"$100,000+",TRUE
97184,15000,"$75,000-99,999",TRUE
97185,1200,"$25,000-49,999",FALSE
97187,13000,"$25,000-49,999",FALSE
97188,4000,"$25,000-49,999",FALSE
97189,4000,"$50,000-74,999",FALSE
